0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.8571428571428571,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.9047619047619048,0.7619047619047619,0.6666666666666666,0.8095238095238094,0.7619047619047619,0.8095238095238095,0.7142857142857143,0.8095238095238094,0.8095238095238094,0.8571428571428571,0.9047619047619048,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.619047619047619,0.8571428571428571,0.8095238095238094,0.9047619047619048,0.8571428571428571,0.7619047619047619,0.9047619047619048,0.7142857142857143,0.8571428571428571,0.7619047619047619
0.7619047619047619,0.7619047619047619,0.8095238095238094,0.9047619047619048,0.6666666666666666,0.8095238095238094,0.7619047619047619,0.9047619047619048,0.6666666666666666,0.8095238095238094,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.7619047619047619,0.8095238095238094,0.9047619047619048,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.8095238095238094,0.7142857142857143,0.8571428571428571,0.7619047619047619,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.7142857142857143,0.7619047619047619
0.7619047619047619,0.8095238095238094,0.0,0.9523809523809523,0.7619047619047619,0.8095238095238094,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.8095238095238094,0.5714285714285714,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.9523809523809523,0.7619047619047619,0.8095238095238094,0.8095238095238094,0.8095238095238094,0.7142857142857143,0.9523809523809523,0.7142857142857143,0.8571428571428571,0.9523809523809524,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.7619047619047619,0.9047619047619048
0.8571428571428571,0.8095238095238094,0.8571428571428571,0.8571428571428571,0.8095238095238094,0.8095238095238094,0.619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.6666666666666666,0.7619047619047619,0.6666666666666666,0.6666666666666666,0.7619047619047619,0.8571428571428571,0.7619047619047619,0.8095238095238094,0.8571428571428571,0.8095238095238095,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.9047619047619048,0.8095238095238094,0.6666666666666666
0.6666666666666666,0.7142857142857143,0.7619047619047619,0.6666666666666666,0.7142857142857143,0.7619047619047619,0.9047619047619048,0.7142857142857143,0.8095238095238094,0.7142857142857143,0.7619047619047619,0.9523809523809523,0.7142857142857143,0.9047619047619048,0.9047619047619048,0.761904761904762,0.7142857142857143,0.7142857142857143,0.7619047619047619,0.8095238095238095,0.8095238095238094,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.9523809523809524,0.7619047619047619
0.7619047619047619,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.9047619047619048,0.8095238095238094,0.8095238095238094,0.7619047619047619,0.8571428571428571,0.8095238095238094,0.8095238095238094,0.9047619047619048,0.7142857142857143,0.8095238095238095,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.8095238095238094,0.8095238095238094,0.9047619047619048,0.619047619047619,0.9047619047619048,0.619047619047619,0.8095238095238094,0.8095238095238094,0.7142857142857143,0.9523809523809523,0.7619047619047619
0.8571428571428571,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.9047619047619048,0.7619047619047619,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8095238095238094,0.8571428571428571,0.619047619047619,0.6666666666666666,0.6666666666666666,0.8571428571428571,0.7142857142857143,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.619047619047619,0.8095238095238094,0.8095238095238095,0.7619047619047619,0.7619047619047619,0.8095238095238095,0.8571428571428571,1.0,0.7619047619047619,0.7142857142857143
0.8571428571428571,0.7142857142857143,0.619047619047619,0.6666666666666666,0.9047619047619048,0.8095238095238094,0.7619047619047619,0.7142857142857143,0.7142857142857143,0.9523809523809523,0.7619047619047619,0.7142857142857143,0.7619047619047619,0.8571428571428571,0.7142857142857143,0.8571428571428571,0.619047619047619,0.8095238095238094,0.9523809523809523,0.8095238095238094,0.8571428571428571,0.7142857142857143,0.8571428571428571,1.0,0.5714285714285714,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.7619047619047619,0.8095238095238094
0.6666666666666666,0.6666666666666666,0.7142857142857143,0.8095238095238094,0.8095238095238094,0.8095238095238094,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.7619047619047619,0.619047619047619,0.8095238095238095,0.8095238095238094,0.7619047619047619,0.8095238095238094,0.8571428571428571,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.8571428571428571,0.8095238095238095,0.7142857142857143,0.8095238095238094,0.8571428571428571,0.6666666666666666,0.9523809523809523,1.0
0.7142857142857143,0.7619047619047619,0.9047619047619048,0.6666666666666666,0.8095238095238094,0.8095238095238094,0.7142857142857143,0.8095238095238094,0.6666666666666666,0.9047619047619048,0.8571428571428571,0.6666666666666666,0.8095238095238094,0.7142857142857143,0.619047619047619,0.8571428571428571,0.7619047619047619,0.619047619047619,0.6666666666666666,0.7619047619047619,0.6666666666666666,0.7142857142857143,0.8571428571428571,0.9047619047619048,0.7619047619047619,0.8095238095238094,0.8571428571428571,0.9523809523809523,0.7619047619047619,0.6666666666666666
