100,150,200,250,300,350,400
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0
0.0,1.0,1.0,0.9047619047619049,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0
0.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0
0.0,1.0,1.0,0.9523809523809523,1.0,0.9523809523809523,1.0
0.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.9523809523809524
0.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0
0.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0
0.0,1.0,1.0,0.9523809523809524,0.9523809523809523,1.0,1.0
0.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524
0.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,0.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524
0.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523
0.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809523
0.0,1.0,1.0,1.0,1.0,1.0,1.0
