0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.375,0.625,0.625,0.5,0.75,0.75,0.875,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.375,0.375,0.5,0.5,1.0,0.625,0.875,0.75,0.875
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.5,0.375,0.625,0.5,0.75,0.625,0.875,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.5,0.625,0.5,0.625,0.625,0.75,0.75,1.0,0.625
0.375,0.375,0.375,0.5,0.375,0.375,0.375,0.5,0.375,0.625,0.75,0.875,0.875,0.75,0.75,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.5,0.75,1.0,0.5,0.625,0.875,0.625,1.0
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.375,0.5,0.625,0.625,0.75,0.75,0.75,1.0,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.625,0.875,0.5,0.75,0.75,1.0,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.75,0.75,0.625,0.625,0.75,0.75,0.75,0.75
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.625,0.875,0.75,0.75,0.875,0.75
0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.375,0.625,0.625,0.75,0.875,0.75,0.75,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.75,0.875,0.625,0.75,0.875,0.625,0.75
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.75,0.875,0.875,0.875,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.5,0.375,0.625,0.5,0.625,0.875,0.625,0.75,1.0
0.375,0.375,0.375,0.5,0.375,0.375,0.5,0.375,0.5,0.375,0.625,0.875,0.875,1.0,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.5,0.625,0.75,0.75,0.75,0.875,0.875
0.375,0.375,0.375,0.375,0.5,0.375,0.375,0.5,0.375,0.75,0.5,0.75,1.0,0.75,0.75,0.875
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.5,0.375,0.5,0.5,0.5,0.875,0.75,0.875,0.875
0.375,0.375,0.375,0.375,0.5,0.5,0.375,0.5,0.5,0.625,0.75,0.5,0.75,0.625,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.625,0.625,0.5,0.625,0.625,0.75,1.0,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.625,0.625,0.75,0.75,0.5,1.0,0.875,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.375,0.75,0.625,0.5,0.75,0.875,1.0,0.875,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.625,0.625,0.75,0.875,0.75,0.75,0.625
0.375,0.375,0.375,0.5,0.375,0.375,0.375,0.5,0.5,0.875,0.75,0.5,0.625,0.875,0.75,0.75
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.625,0.75,0.375,0.875,1.0,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.625,0.5,0.375,0.5,0.875,0.5,0.625,1.0,0.875,0.875
0.375,0.375,0.375,0.375,0.5,0.5,0.375,0.375,0.5,0.5,0.875,0.75,1.0,0.75,0.625,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.5,0.625,0.625,0.75,0.875,1.0,0.875
0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.375,0.625,0.625,0.75,0.5,0.5,0.625,0.75,1.0
0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.5,0.5,0.625,0.5,0.625,0.75,0.75,1.0,1.0
