0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.6190476190476192,0.6666666666666666,0.8095238095238094,0.7619047619047619,0.8095238095238094,0.8571428571428571,0.9523809523809523,0.6666666666666666,0.5714285714285714,0.7142857142857143,0.38095238095238093,0.7619047619047619,0.6666666666666666,0.7619047619047619,0.6666666666666666,0.5238095238095238,0.7619047619047619,0.42857142857142855,0.619047619047619,0.7142857142857143
0.6666666666666666,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.4761904761904762,0.8095238095238094,0.6666666666666666,0.7142857142857143,0.7619047619047619,0.5714285714285714,0.7142857142857143,0.5238095238095238,0.5238095238095238,0.6666666666666666,0.6666666666666666,0.9047619047619048,0.5714285714285714,0.7619047619047619,0.7142857142857143
0.5238095238095238,0.5714285714285714,0.0,0.5714285714285714,0.8095238095238094,0.619047619047619,0.6666666666666666,0.47619047619047616,0.619047619047619,0.8095238095238094,0.8095238095238094,0.8095238095238094,0.7142857142857143,0.7142857142857142,0.8095238095238094,0.5238095238095238,0.7142857142857143,0.5714285714285714,0.619047619047619,0.7619047619047619
0.7142857142857143,0.0,0.857142857142857,0.6666666666666666,0.5714285714285714,0.8095238095238094,0.7619047619047619,0.619047619047619,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.8095238095238094,0.47619047619047616,0.6666666666666666,0.7619047619047619,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5238095238095238,0.5714285714285714
0.5714285714285714,0.6666666666666666,0.7142857142857143,0.7142857142857143,0.5238095238095238,0.6190476190476192,0.8095238095238094,0.7619047619047619,0.7619047619047619,0.619047619047619,0.8095238095238095,0.6666666666666666,0.619047619047619,0.7142857142857142,0.7142857142857143,0.6666666666666666,0.23809523809523808,0.5714285714285714,0.6666666666666667,0.619047619047619
0.7142857142857143,0.5714285714285714,0.7142857142857143,0.619047619047619,0.619047619047619,0.8571428571428571,0.5714285714285714,0.619047619047619,0.5238095238095238,0.0,0.5714285714285714,0.6666666666666666,0.619047619047619,0.8095238095238094,0.7142857142857143,0.8095238095238094,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7142857142857143
0.47619047619047616,0.6666666666666666,0.8095238095238094,0.7619047619047619,0.9047619047619048,0.7619047619047619,0.6666666666666666,0.7619047619047619,0.8095238095238094,0.6666666666666666,0.9047619047619048,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.9047619047619048,0.5238095238095238,0.7142857142857143,0.6190476190476192,0.8095238095238094
0.7142857142857143,0.619047619047619,0.761904761904762,0.619047619047619,0.4285714285714285,0.7619047619047619,0.5714285714285714,0.42857142857142855,0.9047619047619048,0.5238095238095238,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.6666666666666666,0.7619047619047619,0.7142857142857143,0.47619047619047616,0.6666666666666666,0.619047619047619,0.619047619047619
0.5238095238095238,0.7619047619047619,0.5714285714285714,0.8095238095238094,0.9047619047619048,0.0,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6190476190476192,0.7619047619047619,0.2857142857142857,0.8095238095238094,0.8095238095238094,0.8095238095238095,0.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.5714285714285714
0.8095238095238094,0.6666666666666666,0.38095238095238093,0.7142857142857143,0.5714285714285714,0.6666666666666666,0.5714285714285714,0.7142857142857142,0.5714285714285714,0.6190476190476192,0.2857142857142857,0.7619047619047619,0.6666666666666666,0.8095238095238094,0.619047619047619,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9047619047619048,0.619047619047619
