,,values
0,1984-12-17,6.449128984264786
0,1984-12-27,5.392300963365937
0,1985-01-11,-2.7691005976971796
0,1985-01-21,-5.33815274890597
0,1985-01-31,-6.781926836843124
0,1985-02-10,-5.515851208338917
0,1985-02-20,2.16844751329605
0,1985-03-02,1.2620416761348277
0,1985-03-12,3.4408307074272906
0,1985-03-22,0.8875630728212922
0,1985-04-01,1.5785858754555977
0,1985-04-11,-0.05491722079513624
0,1985-04-21,6.665797749517241
0,1985-05-01,1.7936880063940759
0,1985-05-11,2.7483581079620265
0,1985-05-21,-0.24377417629846904
0,1985-05-31,1.6017835977559673
0,1985-06-10,-1.264529156788389
0,1985-06-20,-1.103592655108045
0,1985-06-30,-1.1240283908149054
0,1985-07-10,1.1478546753827121
0,1985-07-20,-0.9385975316715782
0,1985-07-30,-1.9826981441506057
0,1985-08-09,0.11519295498844606
0,1985-08-19,-2.273920471476834
0,1985-08-29,-0.9897462572025966
0,1985-09-08,1.9537514916007752
0,1985-09-18,0.21413878028484223
0,1985-09-28,-3.7387218954209387
0,1985-10-08,-1.327530143175414
0,1985-10-18,2.5835379296831644
0,1985-10-28,2.1794721915766297
0,1985-11-07,-0.6415014600461046
0,1985-11-17,1.754799880816887
0,1985-11-27,-2.5320552659123168
0,1985-12-07,-3.5500509468659587
0,1985-12-17,-7.542647295363627
0,1985-12-27,-2.171206342916437
0,1986-01-11,0.36751415132308257
0,1986-01-21,7.037144894264655
0,1986-01-31,1.7056376758754106
0,1986-02-10,-4.234272565596304
0,1986-02-20,1.363036702022212
0,1986-03-02,-0.7887344101476532
0,1986-03-12,1.8219056326812946
0,1986-03-22,0.7548970621935368
0,1986-04-01,7.856421914891189
0,1986-04-11,1.362271971202214
0,1986-04-21,-0.6979345968811252
0,1986-05-01,2.5986581585837554
0,1986-05-11,3.1695059732938695
0,1986-05-21,-1.398161019006558
0,1986-05-31,0.8687207124648962
0,1986-06-10,0.18863382849795646
0,1986-06-20,1.3154004656131046
0,1986-06-30,-0.028017173752584633
0,1986-07-10,0.7313706560023451
0,1986-07-20,2.152730207289183
0,1986-07-30,1.4101355740613122
0,1986-08-09,-1.8137200935525357
0,1986-08-19,-0.3765588829186474
0,1986-08-29,-3.999887498168758
0,1986-09-08,-2.937847495517939
0,1986-09-18,0.10236046294990024
0,1986-09-28,5.373384285078192
0,1986-10-08,-0.7823296012252015
0,1986-10-18,-0.917651685071705
0,1986-10-28,1.553329208760419
0,1986-11-07,-1.0898406096531565
0,1986-11-17,-4.991257691421036
0,1986-11-27,0.8428059952649104
0,1986-12-07,-1.365330369463946
0,1986-12-17,1.1318580098469329
0,1986-12-27,2.9581832773191934
0,1987-01-11,4.600769088914714
0,1987-01-21,-2.8596576477340894
0,1987-01-31,4.238586786572079
0,1987-02-10,4.769483515375273
0,1987-02-20,-1.4862624863102454
0,1987-03-02,2.30430723602361
0,1987-03-12,0.6598094112944561
0,1987-03-22,2.827999985206859
0,1987-04-01,-4.417049498683663
0,1987-04-11,1.570501744080158
0,1987-04-21,4.225096155577366
0,1987-05-01,2.397426974896175
0,1987-05-11,4.0726515016971865
0,1987-05-21,2.481424992251427
0,1987-05-31,3.719494440350631
0,1987-06-10,2.45240208113506
0,1987-06-20,2.840995861964072
0,1987-06-30,-1.0903075607830242
0,1987-07-10,0.3028758160664314
0,1987-07-20,1.6340807568633022
0,1987-07-30,3.922261045259576
0,1987-08-09,0.4981764395033707
0,1987-08-19,1.3771743525623847
0,1987-08-29,-3.254011804017219
0,1987-09-08,0.20215255904618487
0,1987-09-18,-0.07499350574521006
0,1987-09-28,1.497908806110706
0,1987-10-08,-4.1980376049443535
0,1987-10-18,-1.1871306515956
0,1987-10-28,0.3647961182145044
0,1987-11-07,1.9870212012320607
0,1987-11-17,0.8839353645063411
0,1987-11-27,0.3799451873412164
0,1987-12-07,2.7910016697871036
0,1987-12-17,0.8312349494548357
0,1987-12-27,1.9378829423458062
0,1988-01-11,-6.268044696116336
0,1988-01-21,2.7037097006287483
0,1988-01-31,1.6122404245401103
0,1988-02-10,-6.2018206003139085
0,1988-02-20,0.05912992229727552
0,1988-03-02,0.3722816375759916
0,1988-03-12,-1.1808237077654724
0,1988-03-22,0.7371405683210117
0,1988-04-01,3.53226128200809
0,1988-04-11,1.096568381663229
0,1988-04-21,-2.110120694331882
0,1988-05-01,-0.9731074445551183
0,1988-05-11,3.2638884739551366
0,1988-05-21,0.9547626464903693
0,1988-05-31,2.9699346783541483
0,1988-06-10,2.534170857506005
0,1988-06-20,5.050727320346562
0,1988-06-30,-0.18820576189556992
0,1988-07-10,2.785422860082111
0,1988-07-20,0.6142289651972375
0,1988-07-30,3.1790177395453227
0,1988-08-09,3.380098511073823
0,1988-08-19,2.884464427272451
0,1988-08-29,-1.156677342447081
0,1988-09-08,-1.5355423949544993
0,1988-09-18,1.3739446841789078
0,1988-09-28,1.4430131183521555
0,1988-10-08,-4.8851803540882885
0,1988-10-18,-0.25217455534697625
0,1988-10-28,-3.172089414420776
0,1988-11-07,0.9310202611814224
0,1988-11-17,1.0982952156729056
0,1988-11-27,0.8637733894316156
0,1988-12-07,-0.697263845749512
0,1988-12-17,0.599167765940369
0,1988-12-27,3.141292478617008
0,1989-01-11,3.375777146487021
0,1989-01-21,6.53131681300915
0,1989-01-31,4.489408824792245
0,1989-02-10,-3.8406840180775306
0,1989-02-20,-4.708674052767393
0,1989-03-02,-5.126892004805375
0,1989-03-12,0.9996716502776207
0,1989-03-22,-0.4412203262514435
0,1989-04-01,3.181758515617255
0,1989-04-11,-4.439767025065736
0,1989-04-21,3.2575508317982496
0,1989-05-01,-0.37319732886881307
0,1989-05-11,-3.5990621026191336
0,1989-05-21,2.156193134370512
0,1989-05-31,1.1099842195498784
0,1989-06-10,-2.464573207853113
0,1989-06-20,-1.4885421182002285
0,1989-06-30,-0.29844761917713214
0,1989-07-10,0.8245107716753083
0,1989-07-20,-2.63851942830042
0,1989-07-30,0.6499660394950663
0,1989-08-09,-1.833503661781061
0,1989-08-19,-0.758402615172633
0,1989-08-29,0.37361690307696527
0,1989-09-08,-0.35830670889160976
0,1989-09-18,-0.6559414144377689
0,1989-09-28,-2.207104057432
0,1989-10-08,-1.109324956433567
0,1989-10-18,-0.6761059218069455
0,1989-10-28,4.778514969772617
0,1989-11-07,0.7511599541115758
0,1989-11-17,0.3850017374257454
0,1989-11-27,-1.7337701035598658
0,1989-12-07,-3.2257771374149073
0,1989-12-17,-11.81947291525284
0,1989-12-27,-5.234015284322415
0,1990-01-11,5.471443448356796
0,1990-01-21,7.199788546293819
0,1990-01-31,5.5722549318910435
0,1990-02-10,7.785544375880086
0,1990-02-20,0.7890540924983109
0,1990-03-02,-1.5922099114524086
0,1990-03-12,8.485302735137447
0,1990-03-22,-2.2228474882448888
0,1990-04-01,-1.292279904929364
0,1990-04-11,-3.663393557991269
0,1990-04-21,2.4410332400566737
0,1990-05-01,0.5483334412639274
0,1990-05-11,-1.507693184218353
0,1990-05-21,-1.701300034111584
0,1990-05-31,-1.6572089727550015
0,1990-06-10,1.4394925147681663
0,1990-06-20,0.8373003457269634
0,1990-06-30,2.6668406946277288
0,1990-07-10,-1.446243243735501
0,1990-07-20,-1.9119761656937613
0,1990-07-30,-0.5780449015110011
0,1990-08-09,-2.2186880664426836
0,1990-08-19,0.4456090003678928
0,1990-08-29,3.867893518781281
0,1990-09-08,3.804182502333069
0,1990-09-18,-0.9506733049533806
0,1990-09-28,0.7404630439382782
0,1990-10-08,0.49170929551395054
0,1990-10-18,0.542974528377882
0,1990-10-28,1.2278024729024148
0,1990-11-07,-0.5950769521704168
0,1990-11-17,4.268637282570673
0,1990-11-27,4.763836927064057
0,1990-12-07,1.666271493019212
0,1990-12-17,4.175390874810519
0,1990-12-27,-3.758857030740672
0,1991-01-11,0.39278599915046053
0,1991-01-21,-0.1861657650868115
0,1991-01-31,3.368170479829814
0,1991-02-10,5.93668349096074
0,1991-02-20,0.7095382863795183
0,1991-03-02,1.5484530888089174
0,1991-03-12,-0.9499384711753001
0,1991-03-22,5.154687507312498
0,1991-04-01,1.5674288236023979
0,1991-04-11,3.3507928018362194
0,1991-04-21,-0.9323775538821308
0,1991-05-01,0.6018294611898971
0,1991-05-11,2.6023439782503788
0,1991-05-21,2.4915549261378556
0,1991-05-31,4.480533127970743
0,1991-06-10,1.1401273820869087
0,1991-06-20,1.1243130305387818
0,1991-06-30,2.2601772874540016
0,1991-07-10,0.6247364275901595
0,1991-07-20,2.190193298286483
0,1991-07-30,-1.1193454186797303
0,1991-08-09,-1.0918290231819894
0,1991-08-19,-0.10968422237368321
0,1991-08-29,2.082263183092472
0,1991-09-08,1.6793102651252514
0,1991-09-18,-0.41915166095280953
0,1991-09-28,-0.954862285599668
0,1991-10-08,-0.040132239031671936
0,1991-10-18,0.4505589376785787
0,1991-10-28,2.2443121241865143
0,1991-11-07,-10.600626098349572
0,1991-11-17,3.087576415924363
0,1991-11-27,-0.8625628706564875
0,1991-12-07,1.1700708479720252
0,1991-12-17,1.5060222069488411
0,1991-12-27,3.288663163193646
0,1992-01-11,3.278280236344192
0,1992-01-21,-0.6238479678834878
0,1992-01-31,5.534264277691995
0,1992-02-10,0.6012678649178294
0,1992-02-20,4.919101161342923
0,1992-03-02,6.473172649174188
0,1992-03-12,-1.102995547042823
0,1992-03-22,-2.3320460885150807
0,1992-04-01,-3.157814597385685
0,1992-04-11,1.7012964068893186
0,1992-04-21,0.28284550020143956
0,1992-05-01,-0.7913871799379602
0,1992-05-11,0.8382046043542916
0,1992-05-21,0.8322995771930962
0,1992-05-31,-4.8985331947270065
0,1992-06-10,-1.0477505916178298
0,1992-06-20,-2.717498941937103
0,1992-06-30,-2.6890842548363687
0,1992-07-10,-1.0685614924353524
0,1992-07-20,-3.556062357375071
0,1992-07-30,-3.074840075594465
0,1992-08-09,-2.4503886568463367
0,1992-08-19,-3.9286614882381423
0,1992-08-29,-2.904745421524305
0,1992-09-08,-1.108236545338462
0,1992-09-18,1.3811776200380106
0,1992-09-28,-1.7489003554010356
0,1992-10-08,-0.41235874437327863
0,1992-10-18,-1.7941953256355057
0,1992-10-28,1.1803629412923666
0,1992-11-07,-3.5570276858426104
0,1992-11-17,-0.9749906515126966
0,1992-11-27,-2.2635378880664137
0,1992-12-07,-3.2279198227214687
0,1992-12-17,1.6137234528497362
0,1992-12-27,1.7166937417967958
0,1993-01-11,-1.475956906985195
0,1993-01-21,1.3805833521117357
0,1993-01-31,2.8023339448624243
0,1993-02-10,1.9561555222224043
0,1993-02-20,-8.326529022607067
0,1993-03-02,-4.112167060684764
0,1993-03-12,-4.928226369245281
0,1993-03-22,-3.3785227881146893
0,1993-04-01,-1.3191083648032544
0,1993-04-11,-1.0832371908489682
0,1993-04-21,-2.03050011769791
0,1993-05-01,-0.07756268034121176
0,1993-05-11,2.1041828337534745
0,1993-05-21,-3.3754060788529983
0,1993-05-31,-2.917756099322547
0,1993-06-10,0.10357581842252925
0,1993-06-20,-0.3971035360403795
0,1993-06-30,-0.3284890019273362
0,1993-07-10,0.5342033621290222
0,1993-07-20,-0.641604072096863
0,1993-07-30,0.6473746455091833
0,1993-08-09,-2.0550875747811213
0,1993-08-19,2.1585496317111614
0,1993-08-29,2.2719249129911034
0,1993-09-08,-2.169923568085099
0,1993-09-18,-1.9214162456243624
0,1993-09-28,-2.6241983089237246
0,1993-10-08,-0.9986329014342878
0,1993-10-18,-0.2044211547835721
0,1993-10-28,-3.4736549527629457
0,1993-11-07,-3.53726406464682
0,1993-11-17,0.7678525720332693
0,1993-11-27,-1.6097333696396228
0,1993-12-07,2.8041645705008977
0,1993-12-17,2.0434608127379166
0,1993-12-27,-4.481378715097023
0,1994-01-11,-4.973110249021936
0,1994-01-21,-6.56043162936111
0,1994-01-31,-4.36842506234577
0,1994-02-10,-3.609537936372539
0,1994-02-20,2.9150851076026965
0,1994-03-02,-2.4734314640136104
0,1994-03-12,-0.17949767294309335
0,1994-03-22,2.4092483517667698
0,1994-04-01,-1.7446388506063548
0,1994-04-11,-0.032927866347290544
0,1994-04-21,3.4159164820088463
0,1994-05-01,-2.537394627995116
0,1994-05-11,-0.674731990639848
0,1994-05-21,1.2372479058864174
0,1994-05-31,-0.16694836128927076
0,1994-06-10,1.2091420644034445
0,1994-06-20,3.200432407178937
0,1994-06-30,-0.20606464958063953
0,1994-07-10,-1.190179263125264
0,1994-07-20,-0.8495429087823251
0,1994-07-30,-2.550709683204946
0,1994-08-09,-2.1477270397946477
0,1994-08-19,-1.7937304591356888
0,1994-08-29,-1.3532589642790755
0,1994-09-08,-1.1013736027778198
0,1994-09-18,2.269763785186487
0,1994-09-28,0.14628564120920834
0,1994-10-08,-0.8329460290020394
0,1994-10-18,2.272457905421102
0,1994-10-28,0.4094193920726001
0,1994-11-07,3.249813382757052
0,1994-11-17,4.058464196101364
0,1994-11-27,-0.3497207789914682
0,1994-12-07,1.859218178566119
0,1994-12-17,1.4577719948686363
0,1994-12-27,4.90567707159653
0,1995-01-11,4.01556150023819
0,1995-01-21,2.4062350024850625
0,1995-01-31,2.378424362523359
0,1995-02-10,-6.272664679067999
0,1995-02-20,3.376223131582492
0,1995-03-02,-2.9577508303097373
0,1995-03-12,3.2304585431685666
0,1995-03-22,4.953044287308094
0,1995-04-01,-1.9886693849273762
0,1995-04-11,0.14113780237042836
0,1995-04-21,-1.6757488661548474
0,1995-05-01,-3.5733824844877207
0,1995-05-11,-0.7220703269235529
0,1995-05-21,-1.1027827515897553
0,1995-05-31,-1.2149066289781376
0,1995-06-10,-1.2007669913745507
0,1995-06-20,1.685751699792501
0,1995-06-30,-2.598476318628144
0,1995-07-10,0.9329599444216232
0,1995-07-20,0.35315190609906477
0,1995-07-30,1.2261339597788075
0,1995-08-09,1.5444958660523587
0,1995-08-19,3.3012210895878624
0,1995-08-29,2.6422047766412873
0,1995-09-08,-0.3668813708635241
0,1995-09-18,-2.389297374278758
0,1995-09-28,-0.5536326314332579
0,1995-10-08,1.3018484235058787
0,1995-10-18,1.2192906751135288
0,1995-10-28,-0.4372668368159596
0,1995-11-07,-4.653505166255759
0,1995-11-17,-2.5991514207199744
0,1995-11-27,-1.0099239545908398
0,1995-12-07,-2.860755461209556
0,1995-12-17,-0.6346242907795399
0,1995-12-27,-2.6634438989966056
0,1996-01-11,-1.506800260819065
0,1996-01-21,0.5452210925229708
0,1996-01-31,-10.210783702916155
0,1996-02-10,2.2395594581908167
0,1996-02-20,2.779950376489211
0,1996-03-02,-0.7016289926854167
0,1996-03-12,-2.887904694299819
0,1996-03-22,-4.452141094512233
0,1996-04-01,-3.4312914614841503
0,1996-04-11,-2.7551159272341876
0,1996-04-21,1.1847171612744112
0,1996-05-01,-2.3085214485378907
0,1996-05-11,-2.6391098916543796
0,1996-05-21,3.330954560759872
0,1996-05-31,-2.928658769024234
0,1996-06-10,-1.0433979547356516
0,1996-06-20,0.4617294017883909
0,1996-06-30,0.577549700355769
0,1996-07-10,-2.4452741378681297
0,1996-07-20,-1.2510537178289247
0,1996-07-30,-3.7673793262122195
0,1996-08-09,-1.1974780951639032
0,1996-08-19,-0.2892201352809153
0,1996-08-29,-0.9291794160548053
0,1996-09-08,0.9765953599279946
0,1996-09-18,-3.0868333804547707
0,1996-09-28,-1.6004897446688555
0,1996-10-08,-2.5493075162695895
0,1996-10-18,1.1728573602955497
0,1996-10-28,0.1877535706411395
0,1996-11-07,-2.9372058013654274
0,1996-11-17,-4.15631249705093
0,1996-11-27,-3.7631254265761536
0,1996-12-07,0.96837142975278
0,1996-12-17,-1.2706283380494028
0,1996-12-27,0.8313514006664635
0,1997-01-11,-6.318983589705487
0,1997-01-21,-1.7938020399447314
0,1997-01-31,1.020820978379432
0,1997-02-10,-2.286903863013447
0,1997-02-20,2.212616556330774
0,1997-03-02,1.823847126712441
0,1997-03-12,-0.5620370528836401
0,1997-03-22,0.8758008015716348
0,1997-04-01,3.00326584440372
0,1997-04-11,-6.838922211376216
0,1997-04-21,-2.7546047128757647
0,1997-05-01,-2.421187699022703
0,1997-05-11,-3.440837069832905
0,1997-05-21,-2.51133672949517
0,1997-05-31,-4.187119329583409
0,1997-06-10,-2.6480283378747167
0,1997-06-20,0.10680711176048849
0,1997-06-30,-0.5330045096744813
0,1997-07-10,-1.551644205026126
0,1997-07-20,0.6672038217190849
0,1997-07-30,0.08590540044188875
0,1997-08-09,-2.968441268087984
0,1997-08-19,-2.542741929038469
0,1997-08-29,0.4860329028224787
0,1997-09-08,-1.8054439958234159
0,1997-09-18,1.6935507440304214
0,1997-09-28,-0.06803827678975569
0,1997-10-08,6.146665004113343
0,1997-10-18,-2.40638712044469
0,1997-10-28,-3.503150141388173
0,1997-11-07,-4.262233515444872
0,1997-11-17,-6.229278629200792
0,1997-11-27,1.1701861484837095
0,1997-12-07,-2.6602707766985567
0,1997-12-17,2.230312736748135
0,1997-12-27,-0.020482364410052245
0,1998-01-11,1.8770747362987017
0,1998-01-21,0.766559437390958
0,1998-01-31,4.213025427887664
0,1998-02-10,3.0949212264399457
0,1998-02-20,4.467678758482746
0,1998-03-02,1.4370779302701309
0,1998-03-12,-7.867877539391211
0,1998-03-22,-1.6369616240794216
0,1998-04-01,4.1539778200340916
0,1998-04-11,1.8287827457533095
0,1998-04-21,-0.24185800649038275
0,1998-05-01,-0.7094124808730514
0,1998-05-11,2.7988595900240463
0,1998-05-21,4.6230703437248115
0,1998-05-31,1.723909269437658
0,1998-06-10,-3.2402917224084327
0,1998-06-20,1.747102412605044
0,1998-06-30,2.236543781482778
0,1998-07-10,0.2929400930282783
0,1998-07-20,1.0836609273358684
0,1998-07-30,-1.220696896237762
0,1998-08-09,-0.5648607323091162
0,1998-08-19,0.8827053676418679
0,1998-08-29,2.340137144751378
0,1998-09-08,2.20041062402523
0,1998-09-18,3.123725987898427
0,1998-09-28,2.9424549903675477
0,1998-10-08,-0.2536892633788781
0,1998-10-18,1.0246606035348296
0,1998-10-28,3.750674882894338
0,1998-11-07,-3.7011399370063716
0,1998-11-17,1.17988109355192
0,1998-11-27,8.04907149310862
0,1998-12-07,7.7368542963551175
0,1998-12-17,3.239996846387379
0,1998-12-27,-3.7231726324284593
0,1999-01-11,-3.824525549015805
0,1999-01-21,6.418159677183733
0,1999-01-31,5.777287898141865
0,1999-02-10,7.011779466293056
0,1999-02-20,-0.329711982484956
0,1999-03-02,1.5658924558117966
0,1999-03-12,-5.512033078794311
0,1999-03-22,-0.6615820581906325
0,1999-04-01,3.7493420295601396
0,1999-04-11,1.7860739640234595
0,1999-04-21,-1.7829311140632385
0,1999-05-01,0.6527306392736103
0,1999-05-11,0.061629898768652526
0,1999-05-21,0.2271129332433369
0,1999-05-31,0.6928206340674858
0,1999-06-10,2.708457219708362
0,1999-06-20,-3.2591861101112976
0,1999-06-30,-0.35793935567105517
0,1999-07-10,-1.2177352732505926
0,1999-07-20,1.9215812946833002
0,1999-07-30,3.0073566062176007
0,1999-08-09,0.45775058701558324
0,1999-08-19,0.37705488651668606
0,1999-08-29,1.4794923410543492
0,1999-09-08,1.5276240382666773
0,1999-09-18,-2.77229115409462
0,1999-09-28,-0.3818777557467189
0,1999-10-08,-0.18138155764308808
0,1999-10-18,-0.49962106883698854
0,1999-10-28,2.616861193996953
0,1999-11-07,3.9421133806015627
0,1999-11-17,5.056393706220094
0,1999-11-27,3.1389423798562204
0,1999-12-07,4.2867156935820585
0,1999-12-17,0.9821867739196175
0,1999-12-27,0.47501834118122305
0,2000-01-11,4.800676486811591
0,2000-01-21,-2.0899678547117837
0,2000-01-31,-4.249071038489691
0,2000-02-10,1.9638159166000826
0,2000-02-20,4.412172108034337
0,2000-03-02,7.32351795853034
0,2000-03-12,3.5924524939358498
0,2000-03-22,2.1288408398480825
0,2000-04-01,0.7643355275754373
0,2000-04-11,-1.6046544903985507
0,2000-04-21,-0.6067570100637717
0,2000-05-01,1.5982317247065472
0,2000-05-11,2.481096048466161
0,2000-05-21,0.3703082291738259
0,2000-05-31,-0.1762770864124299
