,,value
0,1979-04-28,1304.5580293577993
0,1979-04-29,1211.3967237965305
0,1979-04-30,704.6895563550536
0,1979-05-01,245.93613623701796
0,1979-05-02,113.34349719147751
0,1979-05-03,260.3384303157711
0,1979-05-04,-9.819574450528474
0,1979-05-05,-577.6440146227426
0,1979-05-06,-1429.3266072671686
0,1979-05-07,-1505.5281654072369
0,1979-05-08,-1058.25261440726
0,1979-05-09,-542.2410967299455
0,1979-05-10,-202.37420309987203
0,1979-05-11,85.07927111889943
0,1979-05-12,274.52146950392796
0,1979-05-13,103.08526936922965
0,1979-05-14,88.97781495877047
0,1979-05-15,-72.42176054470566
0,1979-05-16,-184.44683099651954
0,1979-05-17,11.31891808532807
0,1979-05-18,-191.48965944640815
0,1979-05-19,20.766079227400052
0,1979-05-20,-14.554442430765345
0,1979-05-21,-81.1677813697539
0,1979-05-22,529.2612172309464
0,1979-05-23,662.9842292108002
0,1979-05-24,392.5499976700822
0,1979-05-25,456.54814178644483
0,1979-05-26,169.05023005735907
0,1979-05-27,-673.4622137625053
0,1979-05-28,-965.4479273978743
0,1979-05-29,-382.1449634137666
0,1979-05-30,353.4133807832687
0,1979-05-31,751.4806111822514
0,1979-06-01,892.225135316988
0,1979-06-02,682.1941686154978
0,1979-06-03,197.86478769691246
0,1979-06-04,-111.2067376863734
0,1979-06-05,-639.2565937806785
0,1979-06-06,-792.5127802352829
0,1979-06-07,-242.1411907015974
0,1979-06-08,89.29233644167843
0,1979-06-09,180.3388141466062
0,1979-06-10,239.24033699301503
0,1979-06-11,205.11725341159178
0,1979-06-12,-151.2850718563418
0,1979-06-13,-599.5806933910885
0,1979-06-14,-652.5874494988784
0,1979-06-15,-455.76318630769526
0,1979-06-16,-374.31071439591153
0,1979-06-17,-208.88066201522543
0,1979-06-18,-140.4035060604136
0,1979-06-19,-184.44761758255245
0,1979-06-20,-105.72486813073489
0,1979-06-21,-13.657924975534788
0,1979-06-22,124.71384085034254
0,1979-06-23,98.18793262915946
0,1979-06-24,-9.038051479180893
0,1979-06-25,311.4243317870048
0,1979-06-26,652.1063120629415
0,1979-06-27,649.4853696693141
0,1979-06-28,596.0894876527844
0,1979-06-29,281.0912921566411
0,1979-06-30,-372.551459194494
0,1979-07-01,-703.3907942512004
0,1979-07-02,-626.5646314937801
0,1979-07-03,-354.1820238059698
0,1979-07-04,10.451643838197569
0,1979-07-05,274.0267063624198
0,1979-07-06,295.1784802445591
0,1979-07-07,-99.94610088831422
0,1979-07-08,-192.6854312394845
0,1979-07-09,-15.24748356292993
0,1979-07-10,-148.83726224945238
0,1979-07-11,-209.62297479991497
0,1979-07-12,-182.73932540946336
0,1979-07-13,0.6487499899427988
0,1979-07-14,290.0876315469921
0,1979-07-15,638.7735457260814
0,1979-07-16,824.1009300413231
0,1979-07-17,1117.7942026036555
0,1979-07-18,1225.663316160698
0,1979-07-19,1015.2604058950802
0,1979-07-20,681.2538367397846
0,1979-07-21,265.03252919362194
0,1979-07-22,-30.04443477645445
0,1979-07-23,-2.9043492776581834
0,1979-07-24,253.19003343309421
0,1979-07-25,288.30721691091924
0,1979-07-26,157.02148524623715
0,1979-07-27,110.11902337153614
0,1979-07-28,-12.28463175074207
0,1979-07-29,132.0174141047655
0,1979-07-30,241.22690822808494
0,1979-07-31,176.45984163998892
0,1979-08-01,74.73403443788527
0,1979-08-02,-62.242042672214716
0,1979-08-03,-363.27271517156083
0,1979-08-04,-347.74651689887503
0,1979-08-05,-309.8779994893789
0,1979-08-06,-315.6795153214422
0,1979-08-07,-145.11237539076342
0,1979-08-08,12.506871894856708
0,1979-08-09,442.64823873799725
0,1979-08-10,674.3136798383093
0,1979-08-11,431.38593609096733
0,1979-08-12,215.2292722207685
0,1979-08-13,288.2559582583994
0,1979-08-14,413.35599621468026
0,1979-08-15,271.2716271102456
0,1979-08-16,139.74437665339056
0,1979-08-17,231.0647596242704
0,1979-08-18,92.18304509361731
0,1979-08-19,131.75786412441641
0,1979-08-20,367.2828308276275
0,1979-08-21,689.7445386434008
0,1979-08-22,668.7255569300604
0,1979-08-23,496.7555340990269
0,1979-08-24,521.1370590270984
0,1979-08-25,413.612355439398
0,1979-08-26,456.2227796676997
0,1979-08-27,245.70925247422466
0,1979-08-28,-77.43458359297532
0,1979-08-29,-161.1672145138943
0,1979-08-30,-304.53906656910397
0,1979-08-31,-523.6553648938873
0,1979-09-01,-521.1633173018935
0,1979-09-02,-488.95912498051956
0,1979-09-03,-533.9392806484202
0,1979-09-04,-707.5242580494405
0,1979-09-05,-426.39695232178644
0,1979-09-06,53.19660981055201
0,1979-09-07,31.474679441955338
0,1979-09-08,-367.60742520013844
0,1979-09-09,-322.82867596819824
0,1979-09-10,83.50304936134006
0,1979-09-11,412.4552595642575
0,1979-09-12,720.5992324005914
0,1979-09-13,1011.2227859670004
0,1979-09-14,1069.7596532819186
0,1979-09-15,741.4458302898745
0,1979-09-16,195.34143288282812
0,1979-09-17,549.4264300807112
0,1979-09-18,681.7493613868307
0,1979-09-19,706.4812940013951
0,1979-09-20,784.3172888959941
0,1979-09-21,399.7764262242045
0,1979-09-22,271.120788961478
0,1979-09-23,464.42448192757183
0,1979-09-24,724.019905209617
0,1979-09-25,709.4898691519853
0,1979-09-26,289.7544497394519
0,1979-09-27,23.730995419304676
0,1979-09-28,-500.9973968067395
0,1979-09-29,-225.62166620595067
0,1979-09-30,185.9668176788556
0,1979-10-01,500.55675322916437
0,1979-10-02,391.3812850671846
0,1979-10-03,1097.1812094228692
0,1979-10-04,617.1371653794915
0,1979-10-05,865.7866095931795
0,1979-10-06,626.8539365047707
0,1979-10-07,351.3284996745923
0,1979-10-08,934.1119945666999
0,1979-10-09,1670.2912969434278
0,1979-10-10,1619.9004037709078
0,1979-10-11,1391.8674935494032
0,1979-10-12,1156.5133430229507
0,1979-10-13,596.2451738402808
0,1979-10-14,-51.11212886482452
0,1979-10-15,-140.77858824650093
0,1979-10-16,186.77662803290795
0,1979-10-17,-33.735964665298184
0,1979-10-18,-714.6458426541229
0,1979-10-19,-1641.0864089091788
0,1979-10-20,-1504.5576871507612
0,1979-10-21,-996.6503317821551
0,1979-10-22,-697.465432512786
0,1979-10-23,-468.1897751888659
0,1979-10-24,124.91485464793979
0,1979-10-25,-165.0563901530534
0,1979-10-26,-458.38095972776796
0,1979-10-27,-284.8362865194524
0,1979-10-28,-419.8702806747827
0,1979-10-29,49.41112302888218
0,1979-10-30,347.10897925269165
0,1979-10-31,689.44495523597
0,1979-11-01,715.685122859295
0,1979-11-02,331.82077182599187
0,1979-11-03,127.42714496583305
0,1979-11-04,230.8955616699919
0,1979-11-05,719.1648113350857
0,1979-11-06,1160.9276439978535
0,1979-11-07,1372.7878112487253
0,1979-11-08,1096.1370088290196
0,1979-11-09,1033.2729257683181
0,1979-11-10,912.2122372350815
0,1979-11-11,1179.2244471744125
0,1979-11-12,1438.4654412951477
0,1979-11-13,1448.5614485918798
0,1979-11-14,1555.7745251881704
0,1979-11-15,1606.8414786239277
0,1979-11-16,755.776046700414
0,1979-11-17,-444.9098511755147
0,1979-11-18,-1028.2861029588028
0,1979-11-19,-273.05537343039236
0,1979-11-20,990.5531499263647
0,1979-11-21,1385.13032598951
0,1979-11-22,1063.5865930943835
0,1979-11-23,375.80990698023726
0,1979-11-24,180.4958339750001
0,1979-11-25,-185.387733607875
0,1979-11-26,-319.8100790836835
0,1979-11-27,814.1434407502188
0,1979-11-28,2487.8078997252373
0,1979-11-29,2497.713307836129
0,1979-11-30,1642.6144811152728
0,1979-12-01,485.20480305913435
0,1979-12-02,-645.8558730573754
0,1979-12-03,-37.36679687745307
0,1979-12-04,-33.57394331628777
0,1979-12-05,353.9020319230171
0,1979-12-06,219.19615545400274
0,1979-12-07,230.63609167318458
0,1979-12-08,340.1764126332732
0,1979-12-09,82.39358133228296
0,1979-12-10,-598.9810630887654
0,1979-12-11,-695.6010780215365
0,1979-12-12,-1417.12107210225
0,1979-12-13,-829.2435448188065
0,1979-12-14,-759.055381232163
0,1979-12-15,-275.5132501127106
0,1979-12-16,513.4124843492126
0,1979-12-17,170.39287298123995
0,1979-12-18,59.99333614659879
0,1979-12-19,-146.98372262364637
0,1979-12-20,-313.40197240859595
0,1979-12-21,-533.8180740489544
0,1979-12-22,-860.1082501989013
0,1979-12-23,-739.9401168204006
0,1979-12-24,-1002.1625926764087
0,1979-12-25,-851.8791637486114
0,1979-12-26,-57.497655739515324
0,1979-12-27,887.7650191849106
0,1979-12-28,1302.9374241219832
0,1979-12-29,917.9745274436051
0,1979-12-30,647.2025391763491
0,1979-12-31,302.0297299004911
0,1980-01-01,391.31419504799584
0,1980-01-02,449.7347284624193
0,1980-01-03,-88.28946573596922
0,1980-01-04,-133.33541091649695
0,1980-01-05,-393.7482335014514
0,1980-01-06,-28.205590475349194
0,1980-01-07,-695.5073569271909
0,1980-01-08,-1461.2768191928362
0,1980-01-09,-2183.1419749649094
0,1980-01-10,-3320.54640599083
0,1980-01-11,-2596.042648892799
0,1980-01-12,-2860.3832759247225
0,1980-01-13,-2985.558056976411
0,1980-01-14,-2216.025357909656
0,1980-01-15,-1401.9269014345339
0,1980-01-16,-1059.2345306563748
0,1980-01-17,-1039.7891513633774
0,1980-01-18,127.60222817866892
0,1980-01-19,1216.1331950081344
0,1980-01-20,1421.8053388490257
0,1980-01-21,1688.8781130206619
0,1980-01-22,2058.2939876892838
0,1980-01-23,1584.8764299177915
0,1980-01-24,615.9437487033765
0,1980-01-25,224.11159258002172
0,1980-01-26,-151.27119138696946
0,1980-01-27,-534.5698658441577
0,1980-01-28,-796.7540493995045
0,1980-01-29,-1095.2557115611937
0,1980-01-30,-914.1911292603189
0,1980-01-31,-182.2962431570445
0,1980-02-01,97.78069338912802
0,1980-02-02,393.9213099642998
0,1980-02-03,-89.96888138483136
0,1980-02-04,159.53374709283824
0,1980-02-05,1107.2192033116778
0,1980-02-06,882.6833950610901
0,1980-02-07,1381.9822346520707
0,1980-02-08,1208.772697631655
0,1980-02-09,1216.860707781022
0,1980-02-10,1579.2487265542393
0,1980-02-11,1588.5727940443064
0,1980-02-12,969.6731328920831
0,1980-02-13,361.5342243956586
0,1980-02-14,-77.18604136067962
0,1980-02-15,-9.292416885210333
0,1980-02-16,372.70039622910446
0,1980-02-17,-160.48636043858937
0,1980-02-18,-1109.1681286961725
0,1980-02-19,-1378.522135155213
0,1980-02-20,-1321.5415901005294
0,1980-02-21,-1032.006581254099
0,1980-02-22,-607.4011188338972
0,1980-02-23,187.32444102585424
0,1980-02-24,976.122847375695
0,1980-02-25,1108.220779880943
0,1980-02-26,1020.0923506877909
0,1980-02-27,782.5252385576729
0,1980-02-28,796.9455529623378
0,1980-03-01,747.2806883603779
0,1980-03-02,171.04154137735583
0,1980-03-03,-343.06502098898096
0,1980-03-04,-270.1759595535343
0,1980-03-05,-145.20194172667615
0,1980-03-06,-385.8864696063767
0,1980-03-07,-488.07345797523345
0,1980-03-08,-347.4543252634085
0,1980-03-09,-124.87647405107909
0,1980-03-10,-228.85550647433055
0,1980-03-11,-1086.9096735203632
0,1980-03-12,-1242.7115407137194
0,1980-03-13,-1413.4922766978157
0,1980-03-14,-1487.5307814011585
0,1980-03-15,-1540.095110468586
0,1980-03-16,-704.3853288833254
0,1980-03-17,-363.7637177655639
0,1980-03-18,-570.7721227288702
0,1980-03-19,-141.56317831390695
0,1980-03-20,96.83043212146549
0,1980-03-21,516.0138040472474
0,1980-03-22,637.9163740625718
0,1980-03-23,-47.96133414304372
0,1980-03-24,-35.397871922632504
0,1980-03-25,-208.61581990186866
0,1980-03-26,-439.5832418729845
0,1980-03-27,-272.29298131072403
0,1980-03-28,240.22865854259004
0,1980-03-29,-20.913925147057572
0,1980-03-30,278.06826821472185
0,1980-03-31,369.2527708051784
0,1980-04-01,611.627495454363
0,1980-04-02,962.4923429756982
0,1980-04-03,780.4387768271105
0,1980-04-04,381.54129916071366
0,1980-04-05,-380.02847470364713
0,1980-04-06,-1046.6813392088775
0,1980-04-07,-636.8317108686558
0,1980-04-08,-13.952452218089851
0,1980-04-09,-65.78444122050907
0,1980-04-10,16.30807824050868
0,1980-04-11,1070.6208656822341
0,1980-04-12,1574.5888955900793
0,1980-04-13,1024.2118222072575
0,1980-04-14,585.48201082081
0,1980-04-15,183.72603566515244
0,1980-04-16,564.73705995339
0,1980-04-17,327.5294551671038
0,1980-04-18,121.1279979049081
0,1980-04-19,-102.90380899195956
0,1980-04-20,-547.8382112573165
0,1980-04-21,-184.49496983086615
0,1980-04-22,587.9871816006804
0,1980-04-23,387.8644998514231
0,1980-04-24,372.44030479611035
0,1980-04-25,652.6053286164961
0,1980-04-26,856.482881787258
0,1980-04-27,748.10356144704
0,1980-04-28,490.25667019878597
0,1980-04-29,169.4616066503024
0,1980-04-30,491.0625807818747
0,1980-05-01,941.1762474923821
0,1980-05-02,661.0741255976232
0,1980-05-03,486.89558408819323
0,1980-05-04,782.8501323686702
0,1980-05-05,992.0793004184522
0,1980-05-06,774.2033674027507
0,1980-05-07,713.6307504973785
0,1980-05-08,179.7861437521999
0,1980-05-09,-292.3844689992074
0,1980-05-10,210.87671934056254
0,1980-05-11,565.3635652643956
0,1980-05-12,572.9093031296306
0,1980-05-13,501.57571426500175
0,1980-05-14,296.0017886156105
0,1980-05-15,219.85927506240787
0,1980-05-16,464.43885585868895
0,1980-05-17,708.659682651704
0,1980-05-18,446.389851486179
0,1980-05-19,-321.17550768666234
0,1980-05-20,-772.4867310018105
0,1980-05-21,-763.3644205481141
0,1980-05-22,-785.5626707213696
0,1980-05-23,-530.6556278725118
0,1980-05-24,-8.707358172117008
0,1980-05-25,180.00726577903393
0,1980-05-26,184.95131871606367
0,1980-05-27,26.35213676320866
0,1980-05-28,-31.173747023565046
0,1980-05-29,-26.310253436296218
0,1980-05-30,88.93592252948089
0,1980-05-31,-53.78662153942675
0,1980-06-01,-703.1267449778146
0,1980-06-02,-741.0723703346296
0,1980-06-03,-169.95189772197824
0,1980-06-04,80.39359435301913
0,1980-06-05,-3.1171899901879745
0,1980-06-06,110.04539141550784
0,1980-06-07,689.4334377406537
0,1980-06-08,1055.2951602027765
0,1980-06-09,799.5546968508687
0,1980-06-10,380.75595637751775
0,1980-06-11,152.42414599820307
0,1980-06-12,45.15470039581879
0,1980-06-13,228.7327586176163
0,1980-06-14,557.3832776855637
0,1980-06-15,967.3519652113694
0,1980-06-16,931.2967079276677
0,1980-06-17,580.3463995013141
0,1980-06-18,574.9988990836046
0,1980-06-19,451.9497954288436
0,1980-06-20,339.58011504322144
0,1980-06-21,-3.450982815201902
0,1980-06-22,-355.3509414662372
0,1980-06-23,-600.9931430422951
0,1980-06-24,-292.5090471807329
0,1980-06-25,105.84790620972163
0,1980-06-26,118.19828462043652
0,1980-06-27,104.39377253848487
0,1980-06-28,205.993373039755
0,1980-06-29,74.57849561737049
0,1980-06-30,5.959395975513148
0,1980-07-01,69.02892407609667
0,1980-07-02,61.04793105336286
0,1980-07-03,-63.3546076921362
0,1980-07-04,-255.66050200821948
0,1980-07-05,-255.3322688400533
0,1980-07-06,-128.27373701658505
0,1980-07-07,60.86371618817138
0,1980-07-08,-41.74349795888469
0,1980-07-09,-207.0267441806119
0,1980-07-10,-315.26138088951336
0,1980-07-11,-87.30726834275765
0,1980-07-12,92.94187912288938
0,1980-07-13,-44.176543836699516
0,1980-07-14,-274.8612621613463
0,1980-07-15,-272.9600257048709
0,1980-07-16,-142.90375388086838
0,1980-07-17,-61.27978878328546
0,1980-07-18,-122.93403731479431
0,1980-07-19,-177.33763539068306
0,1980-07-20,24.52667272432471
0,1980-07-21,342.12869974829874
0,1980-07-22,404.000088194379
0,1980-07-23,-46.467384378798634
0,1980-07-24,-67.22205044586926
0,1980-07-25,8.650953287258567
0,1980-07-26,38.26983714982576
0,1980-07-27,-82.81274951526167
0,1980-07-28,-300.8571695584997
0,1980-07-29,-590.1362300134037
0,1980-07-30,-371.61685955349645
0,1980-07-31,-100.01492184695796
0,1980-08-01,-231.12779504114025
0,1980-08-02,-470.63088752712804
0,1980-08-03,-679.6422924201521
0,1980-08-04,-577.7012400067464
0,1980-08-05,-639.1168411623166
0,1980-08-06,-283.7766678744731
0,1980-08-07,38.62670618526848
0,1980-08-08,9.889944728311331
0,1980-08-09,14.052861713125495
0,1980-08-10,301.1287833594135
0,1980-08-11,370.6089253469184
0,1980-08-12,287.1465887856535
0,1980-08-13,110.02773875267228
0,1980-08-14,-370.68000044178655
0,1980-08-15,-641.4376279553239
0,1980-08-16,-478.19636851899196
0,1980-08-17,-712.0131606775393
0,1980-08-18,-725.7966198351962
0,1980-08-19,-440.8209321665978
0,1980-08-20,-299.2112089936101
0,1980-08-21,-173.76529285957895
0,1980-08-22,-289.91311906053033
0,1980-08-23,-408.11543501542155
0,1980-08-24,-277.3875423333155
0,1980-08-25,-125.4034598229254
0,1980-08-26,-311.44378294399957
0,1980-08-27,-599.9505887949173
0,1980-08-28,-658.3933901301859
0,1980-08-29,-547.6271816010362
0,1980-08-30,-428.58444546177344
0,1980-08-31,-397.01333492544245
0,1980-09-01,-561.0656366142067
0,1980-09-02,-913.6865979913556
0,1980-09-03,-547.2006205182582
0,1980-09-04,-505.3327236497131
0,1980-09-05,-302.43281300459466
0,1980-09-06,-334.86096128441386
0,1980-09-07,-391.1305447819082
0,1980-09-08,376.2716384313718
0,1980-09-09,926.2108939401281
0,1980-09-10,557.7720306382173
0,1980-09-11,107.33421080335914
0,1980-09-12,36.668340184452006
0,1980-09-13,266.82919500088866
0,1980-09-14,722.2383618016414
0,1980-09-15,641.6573941616806
0,1980-09-16,444.0764358584706
0,1980-09-17,-21.052197195516737
0,1980-09-18,-456.5089563062451
0,1980-09-19,-1034.5606732717101
0,1980-09-20,-1238.3635941080493
0,1980-09-21,-980.0805719834373
0,1980-09-22,-425.8317902813422
0,1980-09-23,-265.8603720046217
0,1980-09-24,-38.54818657765478
0,1980-09-25,237.79198764356988
0,1980-09-26,232.19170224558573
0,1980-09-27,169.10970413007007
0,1980-09-28,-245.19057130366585
0,1980-09-29,-281.0473153887351
0,1980-09-30,-359.5889281164151
0,1980-10-01,582.3878714575113
0,1980-10-02,1431.9960489213724
0,1980-10-03,1333.0706267640799
0,1980-10-04,661.9977476590635
0,1980-10-05,938.6241837829466
0,1980-10-06,966.3902686721161
0,1980-10-07,938.8258451614236
0,1980-10-08,373.254910902327
0,1980-10-09,316.695449941094
0,1980-10-10,758.832832960545
0,1980-10-11,303.85114337973954
0,1980-10-12,-307.01214388842214
0,1980-10-13,-484.128639837656
0,1980-10-14,-275.75542449085555
0,1980-10-15,287.2316858101265
0,1980-10-16,727.0344354267793
0,1980-10-17,743.5883473460651
0,1980-10-18,766.8171840699154
0,1980-10-19,645.7831774393528
0,1980-10-20,393.17303031286406
0,1980-10-21,104.53846427116937
0,1980-10-22,515.6469853301726
0,1980-10-23,997.5194302944766
0,1980-10-24,1009.7098980570894
0,1980-10-25,250.27378264794152
0,1980-10-26,-102.98199282398053
0,1980-10-27,493.60984984782533
0,1980-10-28,1272.1254594819238
0,1980-10-29,852.4363119245616
0,1980-10-30,738.8500392373456
0,1980-10-31,523.9974515013265
0,1980-11-01,250.5615980634948
0,1980-11-02,-7.432269731968976
0,1980-11-03,840.1141398527977
0,1980-11-04,1265.8848373975559
0,1980-11-05,1059.0539447736144
0,1980-11-06,205.67772412104335
0,1980-11-07,-379.4496883722011
0,1980-11-08,-693.3467833074242
0,1980-11-09,-422.29693540495975
0,1980-11-10,-247.62452362207614
0,1980-11-11,-76.70177883882333
0,1980-11-12,255.50397032734918
0,1980-11-13,821.7364164288791
0,1980-11-14,731.9884229659042
0,1980-11-15,946.7969725059596
0,1980-11-16,1093.1701169486087
0,1980-11-17,126.24617359875656
0,1980-11-18,200.62841872369683
0,1980-11-19,416.6431496141658
0,1980-11-20,548.0093526438601
0,1980-11-21,-373.4585494607132
0,1980-11-22,-471.5548259258922
0,1980-11-23,-84.80908272534317
0,1980-11-24,446.32232906818507
0,1980-11-25,521.6330559246351
0,1980-11-26,715.099411664997
0,1980-11-27,428.3280127337889
0,1980-11-28,-179.43387744032293
0,1980-11-29,-746.0994175738023
0,1980-11-30,-1015.5690284262083
0,1980-12-01,-793.8003868604804
0,1980-12-02,-1079.5331135640286
0,1980-12-03,-1319.2536505731107
0,1980-12-04,-1206.5438886395466
0,1980-12-05,-806.0965627845767
0,1980-12-06,-375.4208839135375
0,1980-12-07,72.88861042445379
0,1980-12-08,184.2877104194906
0,1980-12-09,170.5567124431882
0,1980-12-10,188.4634023874966
0,1980-12-11,153.26148682892565
0,1980-12-12,147.21589211860572
0,1980-12-13,752.8378710303837
0,1980-12-14,1028.9809521674374
0,1980-12-15,1520.9629103435632
0,1980-12-16,1256.5523202815777
0,1980-12-17,392.5775417303436
0,1980-12-18,579.7933109415919
0,1980-12-19,682.8952236064868
0,1980-12-20,495.9013843885746
0,1980-12-21,158.72537449240858
0,1980-12-22,-316.02650096563383
0,1980-12-23,224.4579781835846
0,1980-12-24,613.0902643364369
0,1980-12-25,193.67190241262762
0,1980-12-26,187.9620775974818
0,1980-12-27,-501.3425296471691
0,1980-12-28,63.16030263649947
0,1980-12-29,839.9328473459975
0,1980-12-30,874.3874082408219
0,1980-12-31,1392.6835990949
0,1981-01-01,2017.0758303817104
0,1981-01-02,1857.7889000915889
0,1981-01-03,1679.2342246241321
0,1981-01-04,1515.975079300359
0,1981-01-05,1530.1172716959982
0,1981-01-06,1360.612178571878
0,1981-01-07,763.0650972505588
0,1981-01-08,651.8128084285047
0,1981-01-09,621.4142513352285
0,1981-01-10,965.1947897436444
0,1981-01-11,1549.7566143842487
0,1981-01-12,1497.789729819979
0,1981-01-13,1568.5131615660425
0,1981-01-14,1760.4955918975625
0,1981-01-15,1883.162668785165
0,1981-01-16,1575.6947313524709
0,1981-01-17,1063.090216570709
0,1981-01-18,924.0982104710716
0,1981-01-19,1260.7755352828256
0,1981-01-20,1014.4957519023858
0,1981-01-21,1296.4886129841852
0,1981-01-22,1044.3853732701548
0,1981-01-23,577.5656247468559
0,1981-01-24,373.14987208226916
0,1981-01-25,465.5263851810125
0,1981-01-26,82.20302385392581
0,1981-01-27,-312.20185445029045
0,1981-01-28,-617.3430980986686
0,1981-01-29,-302.231477115859
0,1981-01-30,390.9245138462902
0,1981-01-31,1002.331943086497
0,1981-02-01,1578.9622327142256
0,1981-02-02,1654.6705510301051
0,1981-02-03,1546.7507080185994
0,1981-02-04,1219.4673456635292
0,1981-02-05,803.9912583536394
0,1981-02-06,722.9941937625359
0,1981-02-07,883.0297915054723
0,1981-02-08,260.84687996176376
0,1981-02-09,-675.9469434511537
0,1981-02-10,-597.5330052473521
0,1981-02-11,-558.1977333958457
0,1981-02-12,-435.12136313194577
0,1981-02-13,33.263790265189456
0,1981-02-14,-317.8212841214113
0,1981-02-15,-371.7057061917048
0,1981-02-16,-569.1263778151972
0,1981-02-17,-637.1642462898391
0,1981-02-18,-403.1594579941142
0,1981-02-19,-380.06111073700777
0,1981-02-20,-216.3392731305845
0,1981-02-21,721.4922097399143
0,1981-02-22,822.3558924805532
0,1981-02-23,363.3874095120022
0,1981-02-24,11.171482251795261
0,1981-02-25,150.5354736002502
0,1981-02-26,343.89287704772835
0,1981-02-27,661.6381966009573
0,1981-02-28,759.3631051913231
0,1981-03-01,671.4385841276306
0,1981-03-02,275.9924610779464
0,1981-03-03,-108.25843515940878
0,1981-03-04,-484.9261211065289
0,1981-03-05,-262.2911383653337
0,1981-03-06,-30.609800706444723
0,1981-03-07,435.7111538146583
0,1981-03-08,909.6853569243984
